ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_SUV,CAR_TYPE_Sports Car,CAR_TYPE_Van
77382913,0,2064-11-22,-1.2597535093655767,0,-0.11489533725140934,0.09986678861872766,0,-1.1184053847478124,0,0,2.0,3.0,0.03674612267428198,1,-0.5291425425407601,1,0,-0.46196555017847774,0,0,0,0.20942633128750535,-1.3032088216005486,1,1,False,False,True,False,False
856886560,0,2049-10-22,0.5999916999139743,0,-0.8524240246927934,1.01172409899164,0,-1.1184053847478124,0,1,2.0,4.0,0.9189344588402409,0,0.33812618282813334,7,0,-0.46196555017847774,0,0,1,-0.3198604734417601,1.5531278851682317,0,0,False,False,False,False,True
308455362,0,2045-12-25,0.9486939266538901,0,0.8684762460037694,0.39270457770060035,0,-1.1184053847478124,0,0,3.0,6.0,-1.160509476408091,1,0.3132114862033088,1,0,-0.46196555017847774,0,0,0,0.9662154611203134,0.4820016201299391,1,1,False,False,False,True,False
989828809,0,2056-06-19,-0.21364682914582928,0,-1.3441098163203828,-0.1144634328761198,0,0.49125595712091985,1,0,3.0,4.0,0.16277302784084755,1,0.8020141056998671,7,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-1.3032088216005486,0,0,False,False,False,False,False
376482434,0,2044-03-03,1.1811620778138339,0,0.13094755856238535,0.020737132540521595,0,0.26328001301227405,1,1,2.0,5.0,-0.5303749505752631,0,0.23016249745389353,7,1,0.1137781437409028,2,1,3,-0.3198604734417601,0.12495953178384155,0,1,False,False,False,False,True
665591504,0,2046-07-19,0.9486939266538901,0,0.13094755856238535,1.5061392954991526,0,-1.1184053847478124,0,1,4.0,2.0,1.9271497001727655,0,1.5043712676949217,6,1,-0.46196555017847774,0,0,3,-0.051725174924375325,0.3034805759568903,1,1,True,False,False,False,False
713692930,0,2064-08-17,-1.1435194337856047,2,0.1801161377251441,-0.7663706990675879,1,-1.1184053847478124,0,1,1.0,3.0,2.5572842260055935,1,-0.7628661251641145,6,0,-0.46196555017847774,0,1,0,-0.3198604734417601,-0.7676456890814024,0,0,False,True,False,False,False
588888550,0,2054-01-17,0.01882132201411459,0,-2.573324295389356,-1.2060628446342236,0,-0.29920835026312004,1,0,0.0,1.0,0.9189344588402409,1,-1.1460778875364162,1,0,-0.46196555017847774,0,0,3,0.29809933056042104,-0.5891246449083536,1,1,False,False,True,False,False
140015922,0,2060-08-06,-0.678583131465717,3,0.37679045437618003,-0.13018153541995633,1,0.2687919742677087,0,0,2.0,3.0,0.6038671959238271,1,-0.6015138041652506,6,0,-0.46196555017847774,0,0,0,-0.3198604734417601,0.8390437084760367,0,0,False,False,True,False,False
162166370,0,2040-04-19,1.6460983801337217,0,0.37679045437618003,0.6075324699883925,0,-1.1184053847478124,0,1,1.0,5.0,0.7298941010903927,1,-0.02847578179428538,1,1,4.674497233859241,2,0,4,0.55015074376816,-1.3032088216005486,1,1,False,False,False,False,False
884513944,0,2056-12-20,-0.3298809047258012,0,0.13094755856238535,0.03697364216034218,0,0.355082149359743,1,1,3.0,6.0,0.5408537433405443,1,-0.1744047191682579,6,0,-0.46196555017847774,0,0,0,-0.3198604734417601,1.374606840995183,0,1,False,False,False,False,False
627708979,0,2065-09-14,-1.2597535093655767,3,0.6226333501899747,-0.5006352319181616,0,-0.41407792947234556,1,0,3.0,6.0,-0.4043480454086975,1,-0.8732026387883376,7,0,-0.46196555017847774,0,0,0,-0.3198604734417601,2.088691017687378,0,1,False,False,True,False,False
116375554,0,2068-10-06,-1.6084557361054925,2,0.37679045437618003,-0.8140848863411603,0,-0.39934359076171216,1,0,0.0,3.0,0.9189344588402409,1,0.19812931607911907,4,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-0.23208255656225601,0,1,False,False,False,False,False
235358484,0,1971-02-22,-1.9571579628454083,1,0.6226333501899747,-0.29206969710825686,0,0.18942433187895324,1,0,1.0,2.0,-0.27832114024213195,0,-0.8245596596636801,6,0,0.5611589337454811,2,0,0,1.1312869156140468,-1.3032088216005486,1,1,False,False,True,False,False
528040687,0,2056-02-07,-0.21364682914582928,0,0.6226333501899747,-0.4343828076073995,0,-1.1184053847478124,1,1,0.0,2.0,1.1709882691733722,0,1.2931895534464086,1,1,-0.46196555017847774,0,0,3,0.44772178995409984,-1.3032088216005486,1,1,True,False,False,False,False
652572577,0,2050-12-16,0.36752354875403037,0,0.8684762460037694,0.7903020686973308,0,1.0503788809093377,1,0,3.0,6.0,0.16277302784084755,1,-0.5374474414157017,6,0,0.4827212984362576,1,0,5,-0.3198604734417601,1.0175647526490854,0,1,False,False,True,False,False
410873772,0,2052-07-24,0.2512894731740585,0,0.13094755856238535,-0.24636692928950263,0,-1.1184053847478124,0,0,0.0,2.0,-0.27832114024213195,1,0.4793094637021393,10,0,-0.46196555017847774,0,0,1,-0.3198604734417601,-0.5891246449083536,0,1,False,False,False,False,False
254362485,2,2055-07-06,-0.09741275356585735,2,-2.573324295389356,-1.2060628446342236,0,-0.48714399724084056,1,0,1.0,1.0,-1.6016036444910704,1,-1.1579420287863327,6,0,-0.07973952585411571,3,0,0,-0.3198604734417601,0.4820016201299391,0,1,False,False,True,False,False
69165559,0,2053-04-14,0.13505539759408652,0,0.8684762460037694,-1.2060628446342236,0,0.4724662254977343,1,1,2.0,4.0,-1.6646170970743532,0,1.1864122821971606,1,0,-0.21932416445549296,1,0,2,-0.3198604734417601,0.6605226643029879,0,1,True,False,False,False,False
201327208,0,2038-12-14,1.7623324557136937,0,0.37679045437618003,-0.4193282661208225,0,0.28249904898915124,1,0,1.0,2.0,-1.0974960238248082,0,-0.5184648154158353,1,0,-0.46196555017847774,0,0,0,0.7905625031333922,-1.3032088216005486,1,1,False,False,False,True,False
573751437,0,2065-12-14,-1.3759875849455487,1,0.6226333501899747,0.44466970299724196,0,0.6138530146965963,1,0,2.0,4.0,-0.4043480454086975,1,0.13880860982953674,9,0,-0.46196555017847774,0,0,2,-0.3198604734417601,1.1960857968221341,0,0,False,False,True,False,False
483050926,0,2067-04-17,-1.4922216605255205,1,-0.36073823306520403,-0.5575355925781714,0,-0.21257319845829772,1,0,1.0,3.0,-0.4673614979919803,1,-0.6679529951647828,1,0,-0.46196555017847774,0,0,0,0.6295120199670703,-1.3032088216005486,1,1,False,False,True,False,False
146989842,1,2055-04-09,-0.09741275356585735,2,1.6060049334451534,-0.2628108017397168,0,0.5633790885411276,1,1,2.0,5.0,-1.0974960238248082,1,0.7628624395751428,17,0,-0.46196555017847774,0,0,0,-0.3198604734417601,0.6605226643029879,0,1,False,False,False,False,False
742435591,0,2064-04-05,-1.1435194337856047,0,-0.6065811288789987,0.29095163682645014,0,-1.1184053847478124,0,0,2.0,3.0,-0.4673614979919803,1,-0.4081283017916122,6,0,-0.46196555017847774,0,0,3,-0.3198604734417601,0.6605226643029879,0,1,False,False,True,False,False
915517588,0,2059-05-06,-0.5623490558857451,2,-2.573324295389356,-1.2060628446342236,0,-0.36116616787984196,1,0,3.0,1.0,-1.160509476408091,1,-0.18152320391820775,6,0,3.9038617803832207,2,1,4,-0.3198604734417601,0.6605226643029879,0,0,False,False,True,False,False
756785495,0,2045-05-15,1.064928002233862,0,0.37679045437618003,-0.5173694123309269,0,0.09615796103942856,1,1,0.0,2.0,-0.4043480454086975,0,0.9894675374485472,4,0,-0.46196555017847774,0,0,5,0.7173384989605309,-0.23208255656225601,1,1,True,False,False,False,False
66662029,0,2050-02-14,0.4837576243340023,0,-1.3441098163203828,-0.1849253226438725,0,0.13458070069483688,1,1,2.0,3.0,-0.21530768765884917,1,0.026099267955330352,1,0,-0.46196555017847774,0,0,1,-0.3198604734417601,-1.3032088216005486,0,1,False,False,False,False,False
294816298,2,2063-08-03,-1.027285358205633,2,0.37679045437618003,1.5008515433241152,1,1.5202448298757447,0,0,2.0,2.0,-1.790644002240919,0,1.369120057445874,4,0,-0.46196555017847774,0,0,0,-0.3198604734417601,0.12495953178384155,0,0,False,False,False,False,False
686791659,0,2047-05-07,0.8324598510739182,0,-0.6065811288789987,-0.14274772294180982,0,0.6474154157762805,1,0,2.0,4.0,0.22578648042413033,1,-1.6799642437826572,4,0,-0.46196555017847774,0,0,1,-0.3198604734417601,0.3034805759568903,0,1,False,False,True,False,False
269341556,0,2058-09-28,-0.4461149803057732,0,-0.8524240246927934,0.7191351453062398,0,1.0749795536057076,0,1,3.0,2.0,-1.3495498341579393,0,1.2042084940720352,6,0,-0.2981053222551218,2,0,5,-0.3198604734417601,1.1960857968221341,0,1,True,False,False,False,False
396972296,0,2060-07-26,-0.678583131465717,0,-0.11489533725140934,-0.478613299330359,0,0.436588647367784,1,1,2.0,2.0,0.28879993300741313,0,0.11626674145469548,4,1,-0.46196555017847774,0,0,0,-0.3198604734417601,0.8390437084760367,0,1,False,False,False,False,True
364483168,0,2043-04-09,1.2973961533938059,0,-2.573324295389356,-1.2060628446342236,0,-0.6290980814785093,1,0,4.0,1.0,1.9901631527560484,1,-0.2894868892924476,1,0,-0.46196555017847774,0,0,0,-0.3198604734417601,0.6605226643029879,0,0,False,False,False,False,False
866093378,0,2050-03-07,0.4837576243340023,0,0.37679045437618003,1.1795221013461588,0,1.2732798342654137,0,0,4.0,7.0,-0.9714691186582426,1,0.2657549212036429,1,0,-0.46196555017847774,0,0,0,-0.3198604734417601,1.0175647526490854,0,1,False,False,False,False,False
515421877,0,2061-05-30,-0.7948172070456889,0,0.13094755856238535,-0.4231852147661439,0,-0.05416755809522864,1,0,1.0,3.0,0.8559210062569582,1,-0.4247380995414953,1,0,-0.46196555017847774,0,0,2,-0.3198604734417601,0.12495953178384155,0,0,False,False,True,False,False
173737852,0,2056-06-01,-0.21364682914582928,2,1.6060049334451534,1.8080181039861871,0,2.0920628966947605,1,0,3.0,2.0,0.28879993300741313,0,1.6360632355689946,6,0,-0.46196555017847774,0,0,0,-0.3198604734417601,1.1960857968221341,0,1,False,False,False,False,True
745183922,0,2049-06-30,0.5999916999139743,0,-0.6065811288789987,2.2666217396847212,0,-1.1184053847478124,0,0,4.0,7.0,-0.7194153083251115,1,2.1936778743150684,4,0,-0.46196555017847774,0,0,3,-0.3198604734417601,-1.3032088216005486,0,1,False,False,False,True,False
298271736,0,2036-11-04,2.1110346824536093,0,1.1143191418175642,1.3112804437782661,0,1.5142269027748878,1,0,4.0,7.0,-1.475576739324505,1,0.07236941883000456,1,0,-0.46196555017847774,0,0,0,-0.3198604734417601,0.4820016201299391,0,1,False,False,True,False,False
70821537,0,2047-08-12,0.8324598510739182,0,-2.573324295389356,-1.2060628446342236,0,-0.4443592187059575,0,0,1.0,0.0,0.9189344588402409,0,-0.7569340545391563,1,0,-0.46196555017847774,0,0,1,-0.3198604734417601,-0.4106036007353048,0,0,False,False,True,False,False
258951025,0,2064-10-24,-1.1435194337856047,0,-0.8524240246927934,-0.9052208502991571,0,-1.1184053847478124,1,1,2.0,0.0,-0.7194153083251115,0,-1.0926892519117921,1,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-0.23208255656225601,0,1,False,True,False,False,False
807174588,0,2056-11-16,-0.21364682914582928,0,0.6226333501899747,0.35616724698524416,0,0.955709604771142,1,0,2.0,5.0,0.4148268381739787,1,0.8803174379493157,1,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-0.053561512389207235,0,1,False,False,False,True,False
514538041,0,2058-10-06,-0.4461149803057732,0,-0.11489533725140934,-0.5264519043021676,0,-1.1184053847478124,0,0,1.0,3.0,0.6668806485071098,1,0.5291388569517884,4,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-1.3032088216005486,0,0,False,False,False,False,False
25561360,0,2059-04-08,-0.5623490558857451,0,0.13094755856238535,-0.014265713229921763,0,0.3107028117968622,1,1,2.0,3.0,-1.790644002240919,0,1.6147077813191448,4,1,-0.46196555017847774,0,0,1,-0.3198604734417601,-0.5891246449083536,0,1,True,False,False,False,False
753037176,0,2068-08-07,-1.6084557361054925,1,0.37679045437618003,-0.6561366184303387,0,0.06596099944672038,1,1,2.0,0.0,1.8011227950061999,0,-1.3121758650352466,6,1,-0.46196555017847774,0,0,2,-0.3198604734417601,-0.5891246449083536,0,1,False,False,False,False,False
883748009,0,2052-10-27,0.2512894731740585,0,-0.6065811288789987,-0.8236028402562275,0,-1.1184053847478124,1,0,1.0,0.0,0.09975957525756476,0,0.4496491105773481,6,0,-0.12061870221235335,2,0,5,-0.3198604734417601,-0.9818709420890609,0,1,False,False,True,False,False
31827166,0,2046-01-06,0.9486939266538901,0,-0.01655817892589138,1.0180901378847242,0,1.516450086035077,1,1,3.0,4.0,0.16277302784084755,1,1.6099621248191782,10,1,-0.46196555017847774,0,0,0,-0.3198604734417601,1.1960857968221341,0,1,False,False,False,False,False
680782638,0,2060-06-05,-0.678583131465717,3,-0.8524240246927934,-0.5000753522760989,0,0.28743604905660597,1,0,1.0,3.0,-0.02626732990900081,1,-1.378615056034779,6,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-0.5891246449083536,0,0,False,False,True,False,False
883604551,0,2066-05-20,-1.3759875849455487,3,0.8684762460037694,-0.5349537803483061,0,0.05370282691898735,1,1,0.0,3.0,0.4148268381739787,1,-0.402196231166654,18,1,-0.46196555017847774,0,0,3,-0.3198604734417601,-1.3032088216005486,0,1,False,False,False,False,False
714473703,0,2040-01-02,1.6460983801337217,0,-1.3441098163203828,1.008053776893673,0,-1.1184053847478124,0,1,3.0,6.0,-1.475576739324505,1,1.9302939385669227,1,1,-0.46196555017847774,0,0,0,-0.3198604734417601,0.5177058289645488,0,1,False,False,False,False,False
213057541,0,2057-01-29,-0.3298809047258012,0,-0.06572675808865058,-0.10728867894450049,0,0.23294506073445065,1,1,1.0,2.0,-0.5933884031585459,0,0.9242147605740066,1,0,-0.46196555017847774,0,0,2,-0.3198604734417601,0.4820016201299391,0,0,False,False,False,False,False
885280620,0,2059-04-26,-0.5623490558857451,0,0.13094755856238535,-0.8537741320784995,0,-1.1184053847478124,0,1,0.0,2.0,-0.845442213491677,0,-0.4069418876666206,4,1,2.5271381463353464,1,1,13,0.9710829527271799,-0.4106036007353048,1,1,False,True,False,False,False
931739722,0,2058-07-15,-0.4461149803057732,2,-0.8524240246927934,-0.8378901392703481,1,0.022432604442049888,0,0,0.0,3.0,-0.27832114024213195,1,-0.13999870954350013,1,1,-0.46196555017847774,0,1,2,-0.3198604734417601,-1.3032088216005486,0,1,False,False,False,False,False
939401184,1,2062-01-20,-0.9110512826256609,2,0.6226333501899747,-1.2060628446342236,1,-1.1184053847478124,0,0,1.0,2.0,1.8011227950061999,0,-0.7474427415392231,4,0,-0.46196555017847774,0,0,0,0.9911878093642372,0.05355111411462197,1,1,False,False,False,True,False
840809480,0,2063-06-29,-1.027285358205633,3,0.37679045437618003,-0.04383565284405223,0,-0.06173404732904509,1,1,3.0,6.0,-1.160509476408091,1,-0.5884632487903425,6,0,-0.22779771921882513,2,0,2,-0.3198604734417601,1.374606840995183,0,1,False,False,False,False,False
800426023,0,2054-12-02,-0.09741275356585735,2,1.1143191418175642,-0.8669831443745732,0,-0.08988414709254457,1,0,1.0,1.0,0.22578648042413033,1,-0.6098187030401921,1,0,0.4355442097539218,1,0,1,1.551160974223748,-1.3032088216005486,1,1,False,False,True,False,False
14827139,0,2043-02-07,1.2973961533938059,0,1.3601620376313588,-0.2779068157923725,0,0.14537463873051423,1,1,2.0,5.0,-0.21530768765884917,1,0.7248971875754101,13,1,-0.46196555017847774,0,0,0,-0.3198604734417601,-0.4106036007353048,0,1,False,False,False,False,False
212687745,1,2053-12-30,0.01882132201411459,1,0.8684762460037694,0.12006392829906642,0,0.38698099606887193,1,0,3.0,6.0,1.0449613640068065,1,1.9789369176915803,6,0,2.7301599381649133,2,1,0,0.12816038445982125,0.8390437084760367,1,1,False,False,False,False,True
224701093,0,2065-04-16,-1.2597535093655767,3,0.37679045437618003,-0.7392891134181809,0,-0.16866149599497393,1,1,1.0,3.0,-0.4673614979919803,1,-0.11508401291867557,4,1,-0.46196555017847774,0,1,0,-0.05955548750933447,-1.3032088216005486,1,0,False,False,False,False,False
401200262,0,2051-09-23,0.36752354875403037,0,0.27845329605066205,-1.2060628446342236,0,0.8203330765239641,1,1,2.0,4.0,-1.2235229289913738,0,1.530472378444738,13,1,-0.2840209001485021,5,0,1,-0.3198604734417601,0.3034805759568903,0,1,True,False,False,False,False
926073051,1,2055-10-12,-0.09741275356585735,2,0.032610400236867385,-0.7071478747071696,1,-1.1184053847478124,0,1,2.0,3.0,-0.5933884031585459,1,-0.17084547679328294,4,0,-0.46196555017847774,0,0,0,0.4276169333170426,0.3034805759568903,1,1,False,False,False,False,False
45830738,0,2066-07-25,-1.3759875849455487,4,0.37679045437618003,-0.7742919591886243,0,-0.5356093923129658,1,0,1.0,1.0,0.7929075536736754,1,-1.0416734445371514,13,0,0.44218564456842535,3,0,0,-0.13658883293974336,-1.3032088216005486,1,1,False,False,True,False,False
997497927,0,2066-12-06,-1.4922216605255205,3,0.8684762460037694,-0.06623083852656338,0,0.00686265547155222,1,0,1.0,4.0,-0.845442213491677,1,-0.6667665810397911,4,0,-0.46196555017847774,0,1,0,-0.3198604734417601,-0.053561512389207235,0,1,False,False,True,False,False
862203239,0,2065-10-20,-1.2597535093655767,0,-0.6065811288789987,-0.9117320431735169,0,-0.4511897576191596,0,0,0.0,3.0,-1.2865363815746564,1,-1.5114934380338434,4,0,2.3740416231113586,3,1,2,1.3278912505174805,0.3034805759568903,1,1,False,False,False,True,False
116102677,1,2061-11-06,-0.7948172070456889,4,0.37679045437618003,-1.1615005723826342,0,-0.5596274376721825,1,0,0.0,1.0,0.09975957525756476,1,0.8340472870746415,10,0,-0.46196555017847774,0,0,2,-0.3198604734417601,-1.3032088216005486,0,1,False,True,False,False,False
635101571,0,2064-02-18,-1.1435194337856047,2,0.37679045437618003,-1.2060628446342236,1,-1.1184053847478124,0,0,0.0,2.0,0.6038671959238271,1,-0.7035454189145322,5,0,-0.46196555017847774,0,0,4,0.8284442856390053,-0.7676456890814024,1,1,False,False,True,False,False
793404097,2,2055-01-02,-0.09741275356585735,2,0.8684762460037694,-0.260986008832253,0,0.08228989718535161,1,0,0.0,2.0,-0.4043480454086975,1,-1.6799642437826572,4,0,2.4323259389834675,1,0,8,-0.3198604734417601,-0.053561512389207235,0,1,False,False,False,True,False
62434528,2,2056-05-10,-0.21364682914582928,3,0.13094755856238535,1.6369437689114492,1,-1.1184053847478124,0,0,3.0,5.0,-0.27832114024213195,1,0.456767595327298,1,0,0.5560060963894007,3,0,0,0.5579810563531191,1.1960857968221341,1,1,False,False,False,True,False
935079846,0,2050-09-05,0.4837576243340023,0,-0.36073823306520403,-1.2060628446342236,0,-1.1184053847478124,0,1,4.0,2.0,-0.1522942350755664,0,2.1414756528154357,3,0,3.4714814724596765,2,1,2,-0.3198604734417601,1.7316489293412805,0,1,True,False,False,False,False
948288985,0,2053-10-25,0.13505539759408652,0,-0.11489533725140934,0.4432596357505653,0,-1.1184053847478124,0,0,2.0,5.0,-1.2865363815746564,1,-0.19101451691814092,3,0,-0.46196555017847774,0,1,2,-0.3198604734417601,0.4820016201299391,0,1,False,False,False,False,False
396323054,0,2053-12-03,0.01882132201411459,1,0.13094755856238535,2.647485050268686,0,2.78454615149784,1,0,4.0,6.0,-0.34133459282541473,1,-0.6418518844149665,1,0,0.031218238546815016,3,0,6,-0.3198604734417601,2.088691017687378,0,1,False,False,True,False,False
299024508,0,2053-01-01,0.13505539759408652,0,0.8684762460037694,-1.2060628446342236,0,1.930123161562908,0,1,3.0,2.0,-0.7194153083251115,0,2.095205501940762,4,1,-0.46196555017847774,0,1,1,-0.3198604734417601,0.6605226643029879,0,1,True,False,False,False,False
39392545,0,2054-11-08,0.01882132201411459,0,0.13094755856238535,0.07815590027651546,0,0.5185474481770359,1,1,3.0,2.0,-0.21530768765884917,0,-0.5635485521655179,13,1,2.412859664527164,2,0,0,-0.3198604734417601,0.5891142466337683,0,1,False,True,False,False,False
536604822,0,2051-07-23,0.36752354875403037,0,-0.36073823306520403,0.06940518883390462,0,0.3798514773379203,1,1,3.0,2.0,0.4148268381739787,0,0.8981136498241904,6,1,-0.46196555017847774,0,0,1,-0.3198604734417601,1.5531278851682317,0,1,True,False,False,False,False
429992959,0,2036-09-16,2.1110346824536093,0,-0.36073823306520403,0.33725575685334586,0,-1.1184053847478124,0,0,4.0,7.0,-1.4125632867412221,1,1.4165766224455398,1,0,-0.46196555017847774,0,0,0,-0.3198604734417601,1.7316489293412805,0,1,False,False,True,False,False
160577728,0,2055-02-18,-0.09741275356585735,0,-0.36073823306520403,0.34339369663299707,0,0.6527357233023885,1,0,2.0,4.0,-1.5385901919077876,1,0.9467566289488479,6,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-1.3032088216005486,0,1,False,False,False,False,False
108385737,1,2054-03-07,0.01882132201411459,2,0.13094755856238535,0.9171873846151879,1,-1.1184053847478124,0,1,2.0,4.0,-0.5303749505752631,1,-1.6799642437826572,1,1,-0.46196555017847774,0,0,2,0.18191442220521645,0.4820016201299391,1,1,False,False,False,False,False
414142186,0,2037-09-17,1.9948006068736375,0,1.1143191418175642,-0.3630085213859149,0,0.47800885134986126,1,0,1.0,3.0,1.4860555320897861,1,-0.7699846099140644,4,0,4.386510879402749,2,1,2,0.564329958449032,-0.23208255656225601,1,1,False,False,False,True,False
421217157,0,2050-11-24,0.36752354875403037,0,-2.573324295389356,-1.2060628446342236,0,-0.36006990854809345,1,0,1.0,1.0,1.0449613640068065,1,-0.8304917302886383,3,0,0.49566064557485945,2,0,3,-0.3198604734417601,-0.6962372714121827,0,1,False,False,False,True,False
935010485,1,2062-02-10,-0.9110512826256609,2,0.37679045437618003,-1.2060628446342236,0,0.4547727532062973,1,0,2.0,2.0,0.6038671959238271,0,-1.240991017535748,1,0,-0.1507341738712231,1,0,1,0.6968103821837461,-0.9461667332544511,1,1,False,False,True,False,False
537840281,0,2064-08-27,-1.1435194337856047,0,0.08177897939962658,-0.5970174754851171,0,-1.1184053847478124,0,0,0.0,3.0,0.9819479114235238,1,-1.2813290977854639,10,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-1.3032088216005486,0,1,False,False,False,True,False
748139140,0,2051-08-13,0.36752354875403037,0,0.37679045437618003,-0.5472089236245691,0,0.147199182233704,1,1,1.0,3.0,-1.2235229289913738,0,-0.714223146039457,13,0,-0.32318246405471296,1,0,4,-0.033313358846228144,-1.3032088216005486,1,1,False,True,False,False,False
601118153,0,2059-12-26,-0.678583131465717,0,0.13094755856238535,-0.5066902265656554,0,-1.1184053847478124,0,0,2.0,3.0,-0.4043480454086975,1,-0.5706670369154677,1,0,0.4941720481164362,1,0,2,-0.3198604734417601,0.6605226643029879,0,1,False,False,True,False,False
808304017,0,2050-05-30,0.4837576243340023,0,-2.573324295389356,-1.2060628446342236,0,0.103494465798053,1,0,3.0,4.0,0.5408537433405443,1,-1.0986213225367505,10,0,0.5817702831698026,1,0,6,-0.3198604734417601,1.0175647526490854,0,1,False,False,True,False,False
803325269,0,2055-07-24,-0.09741275356585735,2,1.1143191418175642,1.6831234712401089,1,1.3109972881968999,0,0,1.0,2.0,0.09975957525756476,0,0.7581167830751762,10,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-1.3032088216005486,0,0,False,False,False,True,False
701235200,0,2048-12-22,0.5999916999139743,0,0.6226333501899747,2.180089230561463,0,2.313085643503435,0,0,4.0,6.0,0.5408537433405443,1,0.8506570848245246,1,0,-0.46196555017847774,0,0,0,-0.3198604734417601,1.0175647526490854,0,0,False,False,False,False,False
916609661,0,1969-10-03,-1.7246898116854645,1,-0.11489533725140934,-0.8441110241821568,1,-0.03764700662727075,0,0,0.0,2.0,1.0449613640068065,1,-0.38914567579174586,13,0,-0.46196555017847774,0,0,0,-0.3198604734417601,-0.4106036007353048,0,0,False,False,False,False,False
